B3 1UN,No,52.485265,-1.905578,406509,287487,SP065874,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",1996-06-01,1997-12-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138B","Urban major conurbation",West Midlands,130,,E01033622,,E02006899,"Birmingham 138",E43000250,E00175771,E14000564,12315,6,1,2019-02-23,"Birmingham Snow Hill",0.487649,B,B3
B3 1UP,Yes,52.485757,-1.907295,406392,287541,SP063875,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",1980-01-01,,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138C","Urban major conurbation",West Midlands,138,,E01033623,,E02006899,"Birmingham 138",E43000250,E00175778,E14000564,5997,1,0,2019-02-23,"Jewellery Quarter",0.572262,B,B3
B3 1UQ,Yes,52.486885,-1.908549,406307,287667,SP063876,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",2009-06-01,,"Birmingham, unparished area","",42,30,"West Midlands","Birmingham","Birmingham 138C","Urban major conurbation",West Midlands,140,,E01033623,,E02006899,"Birmingham 138",E43000250,E00175654,E14000564,5997,1,0,2019-02-23,"Jewellery Quarter",0.424207,B,B3
B3 1UR,Yes,52.487272,-1.908048,406341,287710,SP063877,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",2009-02-01,,"Birmingham, unparished area","",10,6,"West Midlands","Birmingham","Birmingham 138C","Urban major conurbation",West Midlands,138,,E01033623,,E02006899,"Birmingham 138",E43000250,E00175654,E14000564,5997,1,0,2019-02-23,"Jewellery Quarter",0.424221,B,B3
B3 1UT,No,52.485384,-1.908656,406300,287500,SP062874,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",1990-07-01,1991-12-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138C","Urban major conurbation",West Midlands,138,,E01033623,,E02006899,"Birmingham 138",E43000250,E00175708,E14000564,5997,8,1,2019-02-23,"Jewellery Quarter",0.545728,B,B3
B3 1UW,No,52.485265,-1.905563,406510,287487,SP065874,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",1996-06-01,1999-12-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138B","Urban major conurbation",West Midlands,130,,E01033622,,E02006899,"Birmingham 138",E43000250,E00175771,E14000564,12315,6,1,2019-02-23,"Birmingham Snow Hill",0.486735,B,B3
B3 1WA,No,52.47666,-1.903535,406649,286530,SP066865,"West Midlands","Birmingham","Ladywood",E08000025,E05011151,England,E11000018,"Birmingham, Ladywood",2002-05-01,2008-09-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138D","Urban major conurbation",West Midlands,141,,E01033625,,E02006899,"Birmingham 138",E43000250,E00175658,E14000564,12673,1,1,2019-02-23,"Birmingham New Street",0.259589,B,B3
B3 1WB,No,52.47666,-1.903535,406649,286530,SP066865,"West Midlands","Birmingham","Ladywood",E08000025,E05011151,England,E11000018,"Birmingham, Ladywood",2002-06-01,2011-07-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138D","Urban major conurbation",West Midlands,141,,E01033625,,E02006899,"Birmingham 138",E43000250,E00175658,E14000564,12673,1,1,2019-02-23,"Birmingham New Street",0.259589,B,B3
B3 1WD,No,52.47666,-1.903535,406649,286530,SP066865,"West Midlands","Birmingham","Ladywood",E08000025,E05011151,England,E11000018,"Birmingham, Ladywood",2004-04-01,2008-06-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138D","Urban major conurbation",West Midlands,141,,E01033625,,E02006899,"Birmingham 138",E43000250,E00175658,E14000564,12673,1,1,2019-02-23,"Birmingham New Street",0.259589,B,B3
B3 1WE,No,52.485878,-1.90755,406375,287555,SP063875,"West Midlands","Birmingham","Soho & Jewellery Quarter",E08000025,E05011168,England,E11000018,"Birmingham, Ladywood",2002-07-01,2003-09-01,"Birmingham, unparished area","",,,"West Midlands","Birmingham","Birmingham 138C","Urban major conurbation",West Midlands,138,,E01033623,,E02006899,"Birmingham 138",E43000250,E00175778,E14000564,5997,5,1,2019-02-23,"Jewellery Quarter",0.550591,B,B3
